DOWNLOADED,ALL
2KRR.pdb.gz,2DUJ
2KRL.pdb.gz,2DUI
2KRJ.pdb.gz,2DUH
2KRI.pdb.gz,2DUG
2KRG.pdb.gz,2DUF
2KRF.pdb.gz,2DUE
2KRE.pdb.gz,2DUD
2KRD.pdb.gz,2E6M
2KR9.pdb.gz,2E6L
2KR7.pdb.gz,2DUK
2KR6.pdb.gz,2DWB
2KR2.pdb.gz,2E8B
2KQZ.pdb.gz,2DVJ
2KQY.pdb.gz,2E7E
2KQW.pdb.gz,2E7D
2KQV.pdb.gz,2E83
2KQU.pdb.gz,2E8J
2KQT.pdb.gz,2DX5
2KQS.pdb.gz,2DX0
2KQR.pdb.gz,2E9U
2KQN.pdb.gz,2DY5
2KQM.pdb.gz,2E9P
2KQK.pdb.gz,2E9O
2KQF.pdb.gz,2E9N
2KQA.pdb.gz,2DYN
2KQ9.pdb.gz,2EAL
2KQ7.pdb.gz,2EA1
2KQ3.pdb.gz,2EA0
2KQ2.pdb.gz,2EBE
2KQ1.pdb.gz,2EBN
2KPY.pdb.gz,2EBG
2KPW.pdb.gz,2EBO
2KPT.pdb.gz,2EBY
2KPQ.pdb.gz,2ECU
2KPP.pdb.gz,2ED4
2KPO.pdb.gz,2ECR
2KPN.pdb.gz,2EEK
2KPM.pdb.gz,2EE5
2KPL.pdb.gz,2EE4
2KPK.pdb.gz,2EF7
2KPH.pdb.gz,2EF4
2KP8.pdb.gz,2EGJ
2KP2.pdb.gz,2EGR
2KP1.pdb.gz,2EI5
2KOY.pdb.gz,2EI4
2KOU.pdb.gz,2EHP
2KOT.pdb.gz,2EIS
2KOM.pdb.gz,2EIQ
2KOK.pdb.gz,2EI9
2KOJ.pdb.gz,2EI8
2KOI.pdb.gz,2EI7
2KOH.pdb.gz,1JVT
2KOG.pdb.gz,1K7S
2KOD.pdb.gz,1JVP
2KOB.pdb.gz,1JVV
2KO8.pdb.gz,1JVU
2KO7.pdb.gz,1JW6
2KO1.pdb.gz,1K7C
2KO0.pdb.gz,1K7A
2KNV.pdb.gz,1JVL
2KNR.pdb.gz,1K7K
2KNQ.pdb.gz,1JVJ
2KNO.pdb.gz,1K7J
2KNH.pdb.gz,1K8R
2KNE.pdb.gz,1JWP
2KND.pdb.gz,1JWZ
2KNC.pdb.gz,1JWV
2KNB.pdb.gz,1JWI
2KNA.pdb.gz,1K9V
2KN7.pdb.gz,1JY0
2KN6.pdb.gz,1K9J
2KN4.pdb.gz,1JXG
2KMY.pdb.gz,1JYQ
2KMX.pdb.gz,1JYA
2KMW.pdb.gz,1JYK
2KMV.pdb.gz,1JZM
2KMT.pdb.gz,1JZL
2KMS.pdb.gz,1JZJ
2KMN.pdb.gz,1JZI
2KML.pdb.gz,1KAK
2KMK.pdb.gz,1KAV
2KMI.pdb.gz,1KB6
2KMG.pdb.gz,1KAT
2KMF.pdb.gz,1KB4
2KMD.pdb.gz,1KB2
2KMC.pdb.gz,1L0M
2KMA.pdb.gz,1L0C
2KM8.pdb.gz,1L0B
2KM7.pdb.gz,1L0A
2KM6.pdb.gz,1KPM
2KM4.pdb.gz,1L1G
2KM2.pdb.gz,1KPT
2KM1.pdb.gz,1L0Z
2KLY.pdb.gz,1KPE
2KLT.pdb.gz,1KPB
2KLS.pdb.gz,1KPA
2KLQ.pdb.gz,1KQJ
2KLO.pdb.gz,1KR5
2KLN.pdb.gz,1KR1
2KLM.pdb.gz,1KR0
2KLL.pdb.gz,1L2E
2KLK.pdb.gz,1KRJ
2KLJ.pdb.gz,1KS5
2KLI.pdb.gz,1KS4
2KLE.pdb.gz,1KQZ
2KLD.pdb.gz,1KQY
2KLC.pdb.gz,1KSO
2KLB.pdb.gz,1KSL
2KLA.pdb.gz,1KSK
2KL6.pdb.gz,1KSV
2KL5.pdb.gz,1KS9
2KL4.pdb.gz,1L5P
2KL3.pdb.gz,1KTJ
2KL2.pdb.gz,1KTR
2KKZ.pdb.gz,1KTG
2KKY.pdb.gz,1L5E
2KKX.pdb.gz,1L5B
2KKW.pdb.gz,1L6N
2KKV.pdb.gz,1KUK
2KKU.pdb.gz,1L6Z
2KKS.pdb.gz,1KUY
2KKQ.pdb.gz,1KUX
2KKP.pdb.gz,1L6X
2KKO.pdb.gz,1KUV
2KKN.pdb.gz,1KUU
2KKM.pdb.gz,1KTZ
2KKL.pdb.gz,1KUI
2KKI.pdb.gz,1KUG
2KKE.pdb.gz,1KUF
2KKC.pdb.gz,1KW3
2KK6.pdb.gz,1KW9
2KK1.pdb.gz,1KW8
2KK0.pdb.gz,1KW6
2KJZ.pdb.gz,1KVE
2KJV.pdb.gz,1KVD
2KJQ.pdb.gz,1L8T
2KJL.pdb.gz,1L8S
2KJK.pdb.gz,1KWR
2KJH.pdb.gz,1L8R
2KJE.pdb.gz,1KWQ
2KJD.pdb.gz,1KX9
2KJC.pdb.gz,1L8D
2KJB.pdb.gz,1KWC
2KJ9.pdb.gz,1KWB
2KJ8.pdb.gz,1L8F
2KJ5.pdb.gz,1KY6
2KJ4.pdb.gz,1KXN
2KJ3.pdb.gz,1KY7
2KIX.pdb.gz,1L9A
2KIW.pdb.gz,1KXM
2KIV.pdb.gz,1KYU
2KIM.pdb.gz,1KYS
2KIL.pdb.gz,1KYR
2KIK.pdb.gz,1KYP
2KIJ.pdb.gz,1KYF
2KII.pdb.gz,1KYD
2KIH.pdb.gz,1KYH
2KIG.pdb.gz,1KZU
2KIF.pdb.gz,1KZZ
2KIE.pdb.gz,1KZF
2KID.pdb.gz,1KZE
2KIA.pdb.gz,1KZD
2KI8.pdb.gz,1KZC
2KI7.pdb.gz,1KZB
2KI3.pdb.gz,1KZA
2KHW.pdb.gz,1KZN
2KHV.pdb.gz,1KZL
2KHU.pdb.gz,1LA6
2KHS.pdb.gz,1LA3
2KHQ.pdb.gz,1LAY
2KHN.pdb.gz,1LBF
2KHM.pdb.gz,1LBB
2KHJ.pdb.gz,1LAH
2KHI.pdb.gz,1LAG
2KHD.pdb.gz,1LAF
2KHC.pdb.gz,1LAU
2KHA.pdb.gz,1LAT
2KGY.pdb.gz,1LBM
2KGX.pdb.gz,1LBL
2KGW.pdb.gz,1LBU
2KGS.pdb.gz,1LC3
2KGR.pdb.gz,1LC0
2KGO.pdb.gz,1LCZ
2KGL.pdb.gz,1LDF
2KGK.pdb.gz,1LDD
2KGJ.pdb.gz,1LDA
2KGF.pdb.gz,1LCN
2KGB.pdb.gz,1LCW
2KG7.pdb.gz,1LCV
2KG5.pdb.gz,1LED
2KG4.pdb.gz,1LEC
2KG2.pdb.gz,1LDO
2KG1.pdb.gz,1LDI
2KG0.pdb.gz,1LE7
2KFY.pdb.gz,1LDT
2KFW.pdb.gz,1LDQ
2KFU.pdb.gz,1LEM
2KFS.pdb.gz,1LEL
2KFP.pdb.gz,1LGD
2KFO.pdb.gz,1LFQ
2KFM.pdb.gz,1LFP
2KFL.pdb.gz,1LFM
2KFK.pdb.gz,1LFZ
2KFH.pdb.gz,1LFY
2KFG.pdb.gz,1LFV
2KFF.pdb.gz,1LG6
2KFB.pdb.gz,1LFT
2KF6.pdb.gz,1LG5
2KF5.pdb.gz,1LGQ
2KF4.pdb.gz,1LGT
2KF3.pdb.gz,1LI0
2KF2.pdb.gz,1LHY
2KEY.pdb.gz,1LI9
2KEW.pdb.gz,1LJF
2KEQ.pdb.gz,1LJE
2KEP.pdb.gz,1LJM
2KEO.pdb.gz,1LJK
2KEN.pdb.gz,1LJJ
2KEM.pdb.gz,1LJI
2KEL.pdb.gz,1LJH
2KEK.pdb.gz,1LJG
2KEJ.pdb.gz,1LJ4
2KEI.pdb.gz,1LJ3
2KEB.pdb.gz,1LJ2
2KE7.pdb.gz,1LJ9
2KE5.pdb.gz,1LKF
2KE0.pdb.gz,1LKD
2KDZ.pdb.gz,1LKB
2KDY.pdb.gz,1LKA
2KDX.pdb.gz,1LK0
2KDW.pdb.gz,1LJW
2KDV.pdb.gz,1LLO
2KDU.pdb.gz,1LLN
2KDO.pdb.gz,1LLM
2KDN.pdb.gz,1MG9
2KDK.pdb.gz,1MHD
2KDI.pdb.gz,1MH2
2KDG.pdb.gz,1MGY
2KDF.pdb.gz,1MH6
2KDE.pdb.gz,1MIH
2KDD.pdb.gz,1MHQ
2KD7.pdb.gz,1LLI
2KD3.pdb.gz,1LKV
2KD1.pdb.gz,1LKR
2KCZ.pdb.gz,1LMB
2KCW.pdb.gz,1LN1
2KCU.pdb.gz,1LM6
2KCQ.pdb.gz,1LM3
2KCO.pdb.gz,1LOK
2KCK.pdb.gz,1M0K
2KCJ.pdb.gz,1LOR
2KCD.pdb.gz,1LOQ
2KCA.pdb.gz,1M0M
2KC8.pdb.gz,1M0L
2KC5.pdb.gz,1M08
2KC3.pdb.gz,1M07
2KC2.pdb.gz,1LO6
2KC0.pdb.gz,1M1H
2KBY.pdb.gz,1M1F
2KBX.pdb.gz,1LP8
2KBW.pdb.gz,1M16
2KBT.pdb.gz,1LPD
2KBS.pdb.gz,1LPC
2KBO.pdb.gz,1LQK
2KBN.pdb.gz,1M2K
2KBM.pdb.gz,1M2J
2KBG.pdb.gz,1M2H
2KBF.pdb.gz,1M2G
2KBE.pdb.gz,1LR3
2KBB.pdb.gz,1M33
2KB6.pdb.gz,1LR2
2KB5.pdb.gz,1LQP
2KB4.pdb.gz,1M31
2KB3.pdb.gz,1LQO
2KB2.pdb.gz,1LQ9
2KB0.pdb.gz,1LQE
2KAY.pdb.gz,1U1V
2KAX.pdb.gz,1U3E
2KAV.pdb.gz,1TRI
2KAT.pdb.gz,1U3I
2KAI.pdb.gz,1TRG
2KAE.pdb.gz,1U2T
2KAD.pdb.gz,1TR4
2KAA.pdb.gz,1U2S
2KA9.pdb.gz,1U32
2KA7.pdb.gz,1TQP
2KA6.pdb.gz,1TR8
2KA5.pdb.gz,1U4E
2KA4.pdb.gz,1TSN
2KA0.pdb.gz,1U4J
2K87.pdb.gz,1TSH
2K86.pdb.gz,1TRQ
2K79.pdb.gz,1TRP
2K78.pdb.gz,1TRY
2K77.pdb.gz,1U5H
2K75.pdb.gz,1TTE
2K74.pdb.gz,1TTC
2K73.pdb.gz,1TTB
2K70.pdb.gz,1TTA
2K62.pdb.gz,1TU1
2K61.pdb.gz,1U5P
2K60.pdb.gz,1U5O
2K56.pdb.gz,1TTM
2K54.pdb.gz,1TTJ
2K50.pdb.gz,1TTI
2K49.pdb.gz,1TSU
2K48.pdb.gz,1TT6
2K46.pdb.gz,1U4R
2K45.pdb.gz,1TSQ
2K43.pdb.gz,1U59
2K42.pdb.gz,1U6Q
2K36.pdb.gz,1U6L
2K33.pdb.gz,1U5V
2K32.pdb.gz,1TTR
2K31.pdb.gz,1U7I
2K29.pdb.gz,1TVD
2K27.pdb.gz,1TVC
2K25.pdb.gz,1U83
2K24.pdb.gz,1U73
2K23.pdb.gz,1U7B
2K21.pdb.gz,1U8G
2K20.pdb.gz,1U87
2K18.pdb.gz,1TW6
2K13.pdb.gz,1U7U
2K11.pdb.gz,1TW4
2K9X.pdb.gz,1TWB
2K9U.pdb.gz,1TXL
2K9S.pdb.gz,1U9K
2K9Q.pdb.gz,1TXI
2K9N.pdb.gz,1TXF
2K9M.pdb.gz,1TXR
2K9K.pdb.gz,1U9Q
2K9I.pdb.gz,1U9N
2K9F.pdb.gz,1TWX
2K9C.pdb.gz,1TX8
2K9A.pdb.gz,1TX7
2K8Y.pdb.gz,1U9D
2K8V.pdb.gz,1U9C
2K8S.pdb.gz,1TYS
2K8R.pdb.gz,1TYR
2K8Q.pdb.gz,1TYN
2K8P.pdb.gz,1TXZ
2K8I.pdb.gz,1TXY
2K8H.pdb.gz,1U9X
2K8F.pdb.gz,1TY8
2K8E.pdb.gz,1U9W
2K8D.pdb.gz,1U9V
2K8C.pdb.gz,1TXU
2K8B.pdb.gz,1TZT
2K7Z.pdb.gz,1TZF
2K7X.pdb.gz,1TZA
2K7W.pdb.gz,1TZX
2K7V.pdb.gz,1UA5
2K7S.pdb.gz,1UAR
2K7R.pdb.gz,1UB0
2K7Q.pdb.gz,1UAM
2K7P.pdb.gz,1UAL
2K7O.pdb.gz,1UAK
2K7N.pdb.gz,1UAJ
2K7M.pdb.gz,1UAI
2K7I.pdb.gz,1UBN
2K7H.pdb.gz,1UC7
2K7F.pdb.gz,1UBB
2K7A.pdb.gz,1UCT
2K07.pdb.gz,1UCQ
2K6Z.pdb.gz,1UCO
2K6Y.pdb.gz,1UCH
2K6W.pdb.gz,1UDS
2K6V.pdb.gz,1UDQ
2K6Q.pdb.gz,1UDG
2K6L.pdb.gz,1UDO
2K6H.pdb.gz,1UDN
2K6G.pdb.gz,1UDH
2K6D.pdb.gz,1UEF
2K6B.pdb.gz,1UEK
2K06.pdb.gz,1UGB
2K5X.pdb.gz,1UGA
2K5W.pdb.gz,1UFI
2K5V.pdb.gz,1UFK
2K5U.pdb.gz,1UHB
2K5T.pdb.gz,1UGG
2K5Q.pdb.gz,1UGF
2K5O.pdb.gz,1UGE
2K5J.pdb.gz,1UGD
2K5I.pdb.gz,1UGC
2K5H.pdb.gz,1UI1
2K5G.pdb.gz,1UI0
2K5F.pdb.gz,1UIY
2K5D.pdb.gz,1UJ6
2K05.pdb.gz,1UJ5
2K4Z.pdb.gz,1UJ4
2K4W.pdb.gz,1UJZ
2K4V.pdb.gz,1UK9
2K4T.pdb.gz,1UK8
2K4Q.pdb.gz,1UK7
2K4N.pdb.gz,1UKB
2K4M.pdb.gz,1UKA
2K4K.pdb.gz,1UK6
2K4J.pdb.gz,1UJP
2K4I.pdb.gz,1UKZ
2K4H.pdb.gz,1UKY
2K4E.pdb.gz,1ULB
2K4A.pdb.gz,1ULA
2K04.pdb.gz,1UKM
2K3Y.pdb.gz,1UKK
2K3X.pdb.gz,1ULX
2K3W.pdb.gz,1ULK
2K3U.pdb.gz,1UNA
2K3S.pdb.gz,1UNF
2K3R.pdb.gz,1UMK
2K3Q.pdb.gz,1UMJ
2K3P.pdb.gz,1UMU
2K3O.pdb.gz,1UOH
2K3N.pdb.gz,1V0H
2K3M.pdb.gz,1V0C
2K3K.pdb.gz,1UO6
2K3J.pdb.gz,1UNS
2K3I.pdb.gz,1V1K
2K3H.pdb.gz,1UPI
2K3G.pdb.gz,1UPG
2K3F.pdb.gz,1V1G
2K3A.pdb.gz,1V1F
2K03.pdb.gz,1UP3
2K2W.pdb.gz,1V13
2K2V.pdb.gz,1UP2
2K2U.pdb.gz,1UP0
2K2S.pdb.gz,1UOM
2K2R.pdb.gz,1UP5
2K2O.pdb.gz,1V2L
2K2N.pdb.gz,1V2K
2K2J.pdb.gz,1V2J
2K2G.pdb.gz,1V2H
2K2F.pdb.gz,1UQ4
2K2E.pdb.gz,1V1Q
2K2C.pdb.gz,1UPW
2K2B.pdb.gz,1UPV
2K1Z.pdb.gz,1UQ5
2K1S.pdb.gz,1URI
2K1R.pdb.gz,1V2T
2K1Q.pdb.gz,1V2S
2K1O.pdb.gz,1V2R
2K1N.pdb.gz,1V2Q
2K1G.pdb.gz,1V2P
2K1D.pdb.gz,1V2O
2K01.pdb.gz,1V2N
2K0Z.pdb.gz,1V2M
2K0S.pdb.gz,1V2W
2K0R.pdb.gz,1V2V
2K0M.pdb.gz,1V2U
2K0L.pdb.gz,1V4B
2K0J.pdb.gz,1V4K
2K0G.pdb.gz,1V4I
2K0F.pdb.gz,1V4H
2K0E.pdb.gz,1URU
2K0D.pdb.gz,1US6
2K0A.pdb.gz,1URT
2K00.pdb.gz,1V45
2JZY.pdb.gz,1URQ
2JZX.pdb.gz,1V3Q
2JZV.pdb.gz,1V41
2JZT.pdb.gz,1URX
2JZS.pdb.gz,1V3X
2JZR.pdb.gz,1URW
2JZL.pdb.gz,1US8
2JZK.pdb.gz,1V48
2JZJ.pdb.gz,1UTO
2JZI.pdb.gz,1UTN
2JZH.pdb.gz,1UTM
2JZF.pdb.gz,1UTL
2JZE.pdb.gz,1UTK
2JZD.pdb.gz,1UTJ
2JZC.pdb.gz,1USP
2JZB.pdb.gz,1USW
2JZA.pdb.gz,1V8H
2JZ4.pdb.gz,1V8E
2JZ3.pdb.gz,1V93
2JZ1.pdb.gz,1UX0
2JZ0.pdb.gz,1V7T
2JYZ.pdb.gz,1UVS
2JYW.pdb.gz,1UVR
2JYS.pdb.gz,1V9I
2JYQ.pdb.gz,1UY0
2JYN.pdb.gz,1UWZ
2JYL.pdb.gz,1V98
2JYB.pdb.gz,1V96
2JYA.pdb.gz,1UYL
2JY9.pdb.gz,1UYK
2JY6.pdb.gz,1UYI
2JXY.pdb.gz,1UYH
2JXU.pdb.gz,1UYG
2JXP.pdb.gz,1UYF
2JXN.pdb.gz,1UYE
2JXI.pdb.gz,1UZ3
2JXC.pdb.gz,1UYM
2JXA.pdb.gz,1UXZ
2JX9.pdb.gz,1UY9
2JX3.pdb.gz,1UY8
2JX2.pdb.gz,1UY7
2JX0.pdb.gz,1UY6
2JWY.pdb.gz,1UYD
2JWW.pdb.gz,1UYC
2JWP.pdb.gz,1UYZ
2JWN.pdb.gz,1UYY
2JWL.pdb.gz,1S7D
2JWK.pdb.gz,1RWM
2JWE.pdb.gz,1RWL
2JW8.pdb.gz,1S8L
2JW5.pdb.gz,1RWK
2JW1.pdb.gz,1S8J
2JVZ.pdb.gz,1RWP
2JVV.pdb.gz,1RWO
2JVU.pdb.gz,1RWN
2JVR.pdb.gz,1S8N
2JVO.pdb.gz,1RVW
2JVN.pdb.gz,1RXM
2JVL.pdb.gz,1RXK
2JVK.pdb.gz,1RXH
2JVJ.pdb.gz,1S9U
2JVI.pdb.gz,1RXP
2JVB.pdb.gz,1RWZ
2JVA.pdb.gz,1RWX
2JV9.pdb.gz,1RWW
2JV7.pdb.gz,1S98
2JV6.pdb.gz,1RWV
2JV3.pdb.gz,1RYN
2JV0.pdb.gz,1RYM
2JUZ.pdb.gz,1RZ4
2JUW.pdb.gz,1RZ3
2JUN.pdb.gz,1RZ2
2JUL.pdb.gz,1RXZ
2JUH.pdb.gz,1RYC
2JUG.pdb.gz,1RYB
2JUF.pdb.gz,1RZE
2JUA.pdb.gz,1RZD
2JU8.pdb.gz,1RZC
2JU7.pdb.gz,1RZB
2JU5.pdb.gz,1RZA
2JU3.pdb.gz,1SB2
2JU0.pdb.gz,1SB1
2JTZ.pdb.gz,1SAX
2JTY.pdb.gz,1SBW
2JTX.pdb.gz,1SC8
2JTT.pdb.gz,1SBT
2JTN.pdb.gz,1SC4
2JTD.pdb.gz,1SC3
2JTC.pdb.gz,1SC1
2JT8.pdb.gz,1SC9
2JT6.pdb.gz,1SBF
2JT5.pdb.gz,1SBE
2JT4.pdb.gz,1SBD
2JT3.pdb.gz,1SBC
2JT2.pdb.gz,1SC0
2JT0.pdb.gz,1SBM
2JSZ.pdb.gz,1SBI
2JSY.pdb.gz,1SBH
2JSW.pdb.gz,1SD7
2JST.pdb.gz,1SD6
2JSS.pdb.gz,1SD5
2JSF.pdb.gz,1SCS
2JSD.pdb.gz,1SD4
2JSC.pdb.gz,1SCR
2JS7.pdb.gz,1SCQ
2JS5.pdb.gz,1SD2
2JS3.pdb.gz,1SCZ
2JS1.pdb.gz,1SCD
2JRZ.pdb.gz,1SCB
2JRX.pdb.gz,1SCA
2JRS.pdb.gz,1SD1
2JRL.pdb.gz,1SCN
2JRK.pdb.gz,1SCK
2JRF.pdb.gz,1SCI
2JRE.pdb.gz,1SE4
2JRC.pdb.gz,1SE3
2JRA.pdb.gz,1SDI
2JR2.pdb.gz,1SDQ
2JR0.pdb.gz,1SE2
2JQZ.pdb.gz,1SDO
2JQY.pdb.gz,1SEI
2JQV.pdb.gz,1SEF
2JQR.pdb.gz,1SEP
2JQQ.pdb.gz,1SFX
2JQO.pdb.gz,1SGD
2JQN.pdb.gz,1SFI
2JQM.pdb.gz,1SFH
2JQL.pdb.gz,1SFD
2JQK.pdb.gz,1SFS
2JQJ.pdb.gz,1SSP
2JQI.pdb.gz,1T4O
2JQG.pdb.gz,1T4J
2JQE.pdb.gz,1T3W
2JQD.pdb.gz,1T48
2JQA.pdb.gz,1SRS
2JQ9.pdb.gz,1T43
2JQ7.pdb.gz,1T49
2JQ6.pdb.gz,1STE
2JQ5.pdb.gz,1STQ
2JQ4.pdb.gz,1STO
2JPU.pdb.gz,1ST9
2JPT.pdb.gz,1T4V
2JPS.pdb.gz,1T4U
2JPR.pdb.gz,1T56
2JPQ.pdb.gz,1ST3
2JPP.pdb.gz,1ST2
2JPO.pdb.gz,1SUE
2JPI.pdb.gz,1SUD
2JPH.pdb.gz,1SUC
2JPF.pdb.gz,1SUR
2JPE.pdb.gz,1T73
2JPD.pdb.gz,1SUP
2JPB.pdb.gz,1SV1
2JPA.pdb.gz,1T71
2JP9.pdb.gz,1SUM
2JP2.pdb.gz,1T6L
2JP1.pdb.gz,1T6K
2JP0.pdb.gz,1SU9
2JOZ.pdb.gz,1T65
2JOX.pdb.gz,1STS
2JOP.pdb.gz,1STR
2JON.pdb.gz,1T63
2JOM.pdb.gz,1SUB
2JOL.pdb.gz,256B
2JOK.pdb.gz,1SUA
2JOI.pdb.gz,1T5Z
2JOH.pdb.gz,1SVF
2JOE.pdb.gz,1T7F
2JOD.pdb.gz,1T7S
2JOB.pdb.gz,1T7R
2JOA.pdb.gz,1SW2
2JO8.pdb.gz,1T80
2JO7.pdb.gz,1SVN
2JO6.pdb.gz,1T7M
2JNZ.pdb.gz,1SUY
2JNX.pdb.gz,1T79
2JNW.pdb.gz,1T76
2JNU.pdb.gz,1T6T
2JNT.pdb.gz,1T74
2JNQ.pdb.gz,1T8H
2JNP.pdb.gz,1SWT
2JNK.pdb.gz,1T95
2JNJ.pdb.gz,1T92
2JNG.pdb.gz,1T7Z
2JNF.pdb.gz,1T7Y
2JNE.pdb.gz,1T7X
2JND.pdb.gz,1T7W
2JNC.pdb.gz,1T7V
2JNB.pdb.gz,1T7T
2JNA.pdb.gz,1T9N
2JN9.pdb.gz,1T8Z
2JN8.pdb.gz,1SWX
2JN7.pdb.gz,1SX6
2JN3.pdb.gz,1SYH
2JMZ.pdb.gz,1SZ7
2JMX.pdb.gz,1SYQ
2JMU.pdb.gz,1SZI
2JMR.pdb.gz,1SGY
2JMP.pdb.gz,1SGW
2JMM.pdb.gz,1SH6
2JMK.pdb.gz,1SHC
2JMH.pdb.gz,1SGL
2JMG.pdb.gz,1SGE
2JM6.pdb.gz,1SGT
2JM5.pdb.gz,1SGR
2JM1.pdb.gz,1SGQ
2JLJ.pdb.gz,1SGP
2JLI.pdb.gz,1SGN
2JLH.pdb.gz,1SHX
2JL1.pdb.gz,1SHV
2JKW.pdb.gz,1SI6
2JKQ.pdb.gz,1SI5
2JKO.pdb.gz,1SJ0
2JKM.pdb.gz,1SKF
2JKK.pdb.gz,1SLA
2JKH.pdb.gz,1SLG
2JKG.pdb.gz,1SLF
2JKF.pdb.gz,1SLE
2JK9.pdb.gz,1SKO
2JK7.pdb.gz,1SKV
2JK4.pdb.gz,1SL3
2JK1.pdb.gz,1SMF
2JJW.pdb.gz,1SLM
2JJV.pdb.gz,1SLT
2JJU.pdb.gz,1SNK
2JJR.pdb.gz,1SND
2JJL.pdb.gz,1SMO
2JJC.pdb.gz,1SML
2JJ6.pdb.gz,1SMT
2JIN.pdb.gz,1SOK
2JIL.pdb.gz,1SOG
2JIK.pdb.gz,1T01
2JIC.pdb.gz,1SNY
2JI0.pdb.gz,1SO8
2JHZ.pdb.gz,1T1M
2JHY.pdb.gz,1SPJ
2JHX.pdb.gz,1T1J
2JHW.pdb.gz,1SPG
2JHU.pdb.gz,1SP5
2JHS.pdb.gz,1T15
2JHQ.pdb.gz,1SP4
2JHO.pdb.gz,1T14
2JHM.pdb.gz,1SOR
2JHL.pdb.gz,1T0P
2JHK.pdb.gz,1SQE
2JHI.pdb.gz,1SQA
2JHD.pdb.gz,1T2L
2JHB.pdb.gz,1SQ6
2JH7.pdb.gz,1SQ2
2JH1.pdb.gz,1SPP
2JGR.pdb.gz,1T1N
2JGC.pdb.gz,1SPX
2JGB.pdb.gz,1T29
2JGA.pdb.gz,1T27
2JG6.pdb.gz,1SRG
2JFW.pdb.gz,1SRF
2JFV.pdb.gz,1SRE
2JFU.pdb.gz,1T3B
2JFT.pdb.gz,1SRJ
2JFS.pdb.gz,1SRI
2JFR.pdb.gz,1SRH
2JFN.pdb.gz,1T2U
2JF5.pdb.gz,1SQT
2JF3.pdb.gz,1T32
2JF2.pdb.gz,1T31
2JF1.pdb.gz,1SQO
2JEX.pdb.gz,1SR8
2JEU.pdb.gz,1T38
2JET.pdb.gz,1ND1
2JEO.pdb.gz,1NCO
2JEN.pdb.gz,1NCN
2JEK.pdb.gz,1NDH
2JE7.pdb.gz,1NDU
2JE4.pdb.gz,1NE6
2JE3.pdb.gz,1NE4
2JE2.pdb.gz,1NDQ
2JDZ.pdb.gz,1NF9
2JDJ.pdb.gz,1NF8
2JDG.pdb.gz,1NES
2JDF.pdb.gz,1NFP
2JDD.pdb.gz,1NG1
2JDC.pdb.gz,1NH0
2JDA.pdb.gz,1NHK
2JD9.pdb.gz,1NHZ
2JD3.pdb.gz,1NHY
2JCW.pdb.gz,1NIQ
2JCR.pdb.gz,1NIO
2JCQ.pdb.gz,1NIV
2JCP.pdb.gz,1NKI
2JCO.pdb.gz,1NJR
2JCN.pdb.gz,1NLN
2JCK.pdb.gz,1NLK
2JCJ.pdb.gz,1NLI
2JC7.pdb.gz,1NKR
2JC5.pdb.gz,1NKZ
2JC4.pdb.gz,1NME
2JBZ.pdb.gz,1NN0
2JBY.pdb.gz,1NMN
2JBX.pdb.gz,1NM6
2JBA.pdb.gz,1NLT
2JB9.pdb.gz,1NLS
2JB0.pdb.gz,1NLR
2JAY.pdb.gz,1NNH
2JAW.pdb.gz,1NND
2JAV.pdb.gz,1NNK
2JAU.pdb.gz,1NNJ
2JAR.pdb.gz,1NN6
2JAO.pdb.gz,1NN5
2JAG.pdb.gz,1NN3
2JAF.pdb.gz,1NN1
2JAC.pdb.gz,1NMZ
2JA9.pdb.gz,1NMY
2JA4.pdb.gz,1NMX
2JA1.pdb.gz,1O0H
2J98.pdb.gz,1O0F
2J97.pdb.gz,1O0O
2J89.pdb.gz,1O0N
2J85.pdb.gz,1NOM
2J82.pdb.gz,1O0M
2J80.pdb.gz,1O08
2J76.pdb.gz,1NO5
2J73.pdb.gz,1NNR
2J72.pdb.gz,1O03
2J71.pdb.gz,1O0A
2J70.pdb.gz,1O1I
2J49.pdb.gz,1NPR
2J48.pdb.gz,1NQ2
2J44.pdb.gz,1NQ1
2J33.pdb.gz,1NPO
2J32.pdb.gz,1NQ0
2J31.pdb.gz,1NOX
2J30.pdb.gz,1O0X
2J23.pdb.gz,1O2K
2J22.pdb.gz,1NQJ
2J19.pdb.gz,1O2J
2J18.pdb.gz,1O2I
2J13.pdb.gz,1O2H
2J11.pdb.gz,1O2F
2J10.pdb.gz,1NQD
2J9W.pdb.gz,1O2S
2J9R.pdb.gz,1O34
2J9N.pdb.gz,1O2R
2J9M.pdb.gz,1O33
2J9K.pdb.gz,1O2Q
2J9J.pdb.gz,1O32
2J9B.pdb.gz,1O2P
2J8W.pdb.gz,1O31
2J8L.pdb.gz,1O2O
2J8K.pdb.gz,1O30
2J8J.pdb.gz,1NQN
2J8I.pdb.gz,1O2N
2J8H.pdb.gz,1O2M
2J8A.pdb.gz,1O2L
2J7Z.pdb.gz,1O1Z
2J7Y.pdb.gz,1O1Y
2J7X.pdb.gz,1NQ7
2J7M.pdb.gz,1NQC
2J7L.pdb.gz,1O3L
2J7I.pdb.gz,1O3K
2J6Z.pdb.gz,1O3J
2J6W.pdb.gz,1O3I
2J6G.pdb.gz,1O3H
2J6C.pdb.gz,1NRG
